Column1,SDURAKKODU,SDURAKADI,lon,lat,ILCEADI,SYON,AKILLI,FIZIKI,DURAK_TIPI,ENGELLIKULLANIM,28.99386488,41.03851705
151,100882,ÇARMIKLI CADDESİ,28.534435,40.997452,Büyükçekmece,GÜZELCE,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.2126689998691 41.36865400061),
152,100891,SAHİL SİTE VİLLALARI,28.53955,40.990376,Büyükçekmece,Y.B.METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.2156249832722 41.0828419812145),
153,100892,SAHİL SİTE VİLLALARI,28.539461,40.990586,Büyükçekmece,GÜZELCE,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.218347999874 41.0822600005634),
154,100901,PİRİREİS CADDESİ,28.543302,41.007922,Büyükçekmece,Y.B.METRO,YOK,KAPALI,İETTMODERN,Uygun Degil,28.2187289998742 41.0816830005633),
155,100902,PİRİREİS CADDESİ,28.543926,41.008147,Büyükçekmece,GÜZELCE,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.2196080408436 41.0814200163568),
156,100911,GÜZELCE VİLLALARI,28.521858,40.996141,Büyükçekmece,Y.B.METRO,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.2198359998724 41.3574470006082),
157,100921,GÖL KONUTLARI,28.771208,41.022839,Küçükçekmece,Y.BOSNA METRO,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.2199940278324 41.3574380440966),
158,100922,GÖL KONUTLARI,28.771981,41.023654,Küçükçekmece,SEFAKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.2247819998768 41.0814570005633),
159,100931,ARA.SOKAK,28.85978,41.017082,Bahçelievler,BAKIRKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.2249779998743 41.0819300005612),
160,100941,DEFNE-1 EVLERİ,28.785475,41.045261,Küçükçekmece,TAKSIM,YOK,KAPALI,CCMODERN,Uygun Degil,28.2314629998797 41.0807280005633),
161,100942,DEFNE-1 EVLERİ,28.785563,41.045485,Küçükçekmece,ATAKENT,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.2365769915827 41.0795290329539),
162,100951,DENİZGÖREN,28.539781,41.007544,Büyükçekmece,YENI.BOSNA METRO,YOK,KAPALI,İETTMODERN,Uygun Degil,28.2386189998827 41.0787050005631),
163,100952,DENİZGÖREN,28.539651,41.007706,Büyükçekmece,GÜZELCE,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.2435879998847 41.0776230005629),
164,100961,HÜNKARTEPE,28.527972,41.017895,Büyükçekmece,Y.BOSNA METRO,YOK,KAPALI,İETTCAMLI,Uygun Degil,28.2439519998848 41.077953000563),
165,100962,HÜNKARTEPE,28.527501,41.018137,Büyükçekmece,TEPECIK KIPTAS,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.2441600152588 41.3076959578644),
166,100971,MURATÇEŞME SAĞLIK OCAĞI,28.531495,41.015651,Büyükçekmece,YENIBOSNA METRO,YOK,KAPALI,İETTMODERN,Uygun Degil,28.2446049998784 41.3092360005962),
167,100972,MURATÇEŞME SAĞLIK OCAĞI,28.531471,41.015932,Büyükçekmece,HÜNKARTEPE,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.2513369999366 41.0759749991126),
168,100981,HÜNKARTEPE CADDESİ,28.534091,41.013853,Büyükçekmece,YENIBOSNA METRO,YOK,KAPALI,İETTMODERN,Uygun Degil,28.2515119998396 41.0765340100755),
169,100982,HÜNKARTEPE CADDESİ,28.533706,41.014379,Büyükçekmece,HÜNKARTEPE,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.2521269998389 41.3302269991018),
170,100991,DOLUNAY CADDESİ,28.536369,41.006174,Büyükçekmece,YENIBOSNA METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.2572239998901 41.0747470005626),
171,100992,DOLUNAY CADDESİ,28.53648298,41.00603797,Büyükçekmece,HÜNKARTEPE,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.2575400256509 41.0752740306845),
172,101001,GÜZELSU,28.554674,41.01131,Büyükçekmece,YENIBOSNA METRO,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.2643529999408 41.0727109991128),
173,101002,GÜZELSU,28.554554,41.011397,Büyükçekmece,GÜZELCE,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.2667519999415 41.0735389991128),
174,101011,DOÇ.DR.BURHAN BAHRİYELİ MESLEKİ VE TEKNİK ANADOLU LİSESİ,28.559413,41.013203,Büyükçekmece,YENIBOSNA METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.2696399999424 41.0723709991128),
175,101012,DOÇ.DR.BURHAN BAHRİYELİ MESLEKİ VE TEKNİK ANADOLU LİSESİ,28.559409,41.01338,Büyükçekmece,GÜZELCE,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.2717099998956 41.0720910005624),
176,101031,BİZİMEVLER,28.705346,41.063244,Avcilar,MECIDIYEKÖY,YOK,KAPALI,CCMODERN,Uygun Degil,28.2719746888367 41.072352823348),
177,101041,ESENBAHÇE CAMİİ,28.64645,41.017455,Esenyurt,TAKSIM,YOK,AÇIK,İETTBAYRAK,Uygun,28.2775699998978 41.0711790005623),
178,101042,ESENBAHÇE CAMİİ,28.646131,41.017344,Esenyurt,BEYLIKDÜZÜ,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.2777639998978 41.0714740005624),
179,101051,MERTER ÇEŞME CADDESİ,28.649053,41.018642,Esenyurt,TAKSIM,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.2819149796258 41.3122480143),
180,101052,MERTER ÇEŞME CADDESİ,28.646399,41.018593,Esenyurt,BEYLIKDÜZÜ,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.2847827156128 41.3101827514742),
181,101061,AYDINLAR KÖY GİRİŞİ,28.20222204,41.37580503,Çatalca,Y.BOSNA METRO,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.2849262137952 41.3101409457556),
182,101062,AYDINLAR KÖY GİRİŞİ,28.202306,41.375876,Çatalca,BINKILIÇ,YOK,KAPALI,İETTCAMLI,Uygun Degil,28.2854069998989 41.3142830006019),
183,101071,AYDINLAR KÖY ÇIKIŞI,28.209287,41.373066,Çatalca,Y.BOSNA METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.2856329998989 41.3144640006019),
184,101072,AYDINLAR KÖY ÇIKIŞI,28.209364,41.373172,Çatalca,BINKILIÇ,YOK,KAPALI,İETTCAMLI,Uygun Degil,28.2885239999 41.3049690006003),
185,101081,SAYALAR,28.175028,41.31636096,Silivri,Y.BOSNA METRO,YOK,KAPALI,DİĞER,Uygun Degil,28.2887029999482 41.0694839991131),
186,101091,HALLAÇLI,28.099369,41.320265,Çatalca,SON DURAK,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.2888689999482 41.0696759991132),
187,101101,ÇAYIRDERE GİRİŞİ,28.143923,41.282433,Silivri,Y.BOSNA METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.2927920214282 41.3056039745131),
188,101111,ÇAYIRDERE ÇIKIŞ,28.144332,41.280925,Silivri,Y.BOSNA METRO,YOK,KAPALI,DİĞER,Uygun Degil,28.2930659999016 41.3055700006005),
189,101121,AKALAN ÇIKIŞI,28.4222,41.25449,Çatalca,Y.BOSNA METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.2958490359972 41.477345011028),
190,101131,İNCEĞİZ,28.40379338,41.18716605,Çatalca,Y.BOSNA METRO,YOK,KAPALI,İETTCAMLI,Uygun Degil,28.2967709998683 41.4784969990996),
191,101141,DANAMANDIRA,28.24416002,41.30769596,Silivri,Y.BOSNA METRO,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.2970189999018 41.4757920006287),
192,101151,YAZLIKKÖY,28.51681,41.294134,Çatalca,SON DURAK,YOK,KAPALI,İETTCAMLI,Uygun Degil,28.2971269806091 41.475868995379),
193,101152,YAZLIKKÖY,28.516871,41.293997,Çatalca,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.2977179812782 41.0700110145738),
194,101161,KARAMANDERE,28.30638404,41.37642702,Çatalca,SON DURAK,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.297907999869 41.4792189990997),
195,101171,KARAAĞAÇ KÖYÜ,28.591334,41.108673,Büyükçekmece,YENIBOSNA METRO,YOK,FULL KAPALI,İSTON GENİŞ_İBB,Uygun Degil,28.2980109999028 41.0684170005604),
196,101172,KARAAĞAÇ KÖYÜ,28.59092701,41.10879004,Büyükçekmece,DELIKLIKAYA,YOK,KAPALI,İETTCAMLI,Uygun Degil,28.298156999905 41.068016000562),
197,101181,ERGUVAN SOKAK,28.500189,41.053566,Büyükçekmece,Y.BOSNA METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.2982970277352 41.0698779990242),
198,101182,ERGUVAN SOKAK,28.500205,41.053714,Büyükçekmece,TEPEKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.2986799999023 41.4740600006284),
199,101191,KUŞKONMAZ SOKAK,28.502559,41.051817,Büyükçekmece,Y.BOSNA METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3021699575621 41.0729023209546),
200,101192,KUŞKONMAZ SOKAK,28.502729,41.051817,Büyükçekmece,TEPEKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3023687183102 41.0729615077585),
201,101201,KOLEJ CADDESİ,28.506,41.050079,Büyükçekmece,Y.BOSNA METRO,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.3054039999074 41.0668250005619),
202,101202,KOLEJ CADDESİ,28.505988,41.050203,Büyükçekmece,TEPEKENT,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.3063840391944 41.3764270203708),
203,101211,YAMAÇ EVLER,28.509678,41.048895,Büyükçekmece,Y.BOSNA METRO,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.3074858548156 41.0668980732033),
204,101212,YAMAÇ EVLER,28.509765,41.04879,Büyükçekmece,TEPEKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3106109858206 41.066458012971),
205,101221,ÜÇYOL,28.508612,41.046714,Büyükçekmece,Y.BOSNA METRO,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.3106969999092 41.0660280005618),
206,101222,ÜÇYOL,28.508571,41.046615,Büyükçekmece,TEPEKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3181169999115 41.0652990005618),
207,101231,FIRAT CADDESİ,28.52185003,41.02779999,Büyükçekmece,Y.BOSNA METRO,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.3184515821263 41.0833657633731),
208,101232,FIRAT CADDESİ,28.521721,41.027844,Büyükçekmece,TEPEKENT,YOK,AÇIK,İETTCAMLI,Uygun Degil,28.3185186373517 41.083759998827),
209,101241,TÜRKOBA MAHALLESİ,28.524025,41.031798,Büyükçekmece,Y.BOSNA METRO,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.319499999912 41.0647020005617),
210,101242,TÜRKOBA MAHALLESİ,28.524202,41.03185,Büyükçekmece,TEPEKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3198070090509 41.4631089797329),
211,101251,ATATÜRK CADDESİ,28.52826,41.031257,Büyükçekmece,Y.BOSNA METRO,YOK,KAPALI,İETTMODERN,Uygun Degil,28.3201679999095 41.4631560006268),
212,101252,ATATÜRK CADDESİ,28.52818,41.031389,Büyükçekmece,TEPEKENT,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.3250688999581 41.090737399113),
213,101253,11.BÖLGE,28.79206,41.143307,Basaksehir,BASAKSEHIR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3259059999583 41.090943999113),
214,101261,ARNAVUTTEPE CADDESİ,28.532334,41.029812,Büyükçekmece,Y.BOSNA METRO,YOK,KAPALI,İETTMODERN,Uygun Degil,28.3288690330858 41.0636190245206),
215,101262,ARNAVUTTEPE CADDESİ,28.532289,41.029945,Büyükçekmece,TEPEKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3295539999151 41.0631260005615),
216,101271,TIRMIK SOKAK,28.540452,41.0295,Büyükçekmece,Y.BOSNA METRO,YOK,KAPALI,CCMODERN,Uygun Degil,28.3320780284016 41.092209989596),
217,101272,TIRMIK SOKAK,28.53973,41.029591,Büyükçekmece,TEPEKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3321769761632 41.0920980400616),
218,101281,HÜRRİYET MAHALLESİ,28.543122,41.030464,Büyükçekmece,Y.BOSNA METRO,YOK,KAPALI,İETTMODERN,Uygun Degil,28.338633011643 41.0926789942241),
219,101282,HÜRRİYET MAHALLESİ,28.543102,41.030591,Büyükçekmece,TEPEKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3386770147321 41.0925379685878),
220,101291,HANIMAĞA CADDESİ,28.547089,41.028679,Büyükçekmece,Y.BOSNA METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3402679999183 41.0614860005613),
221,101292,HANIMAĞA CADDESİ,28.54712101,41.02875504,Büyükçekmece,TEPEKENT,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.3405349519624 41.0618499683234),
222,101301,İSTİKLAL CADDESİ,28.545848,41.026605,Büyükçekmece,TEPEKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.345545999897 41.0924049991089),
223,101302,İSTİKLAL CADDESİ,28.545858,41.02676,Büyükçekmece,YENIBOSNA METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3455617578732 41.0925114981527),
224,101311,GENERAL ALİ RIZA GÜRCAN CADDESİ,28.896987,41.009153,Zeytinburnu,EMINÖNÜ,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3479959999205 41.0603880005612),
225,101321,HALKALI PARK,28.790663,41.034397,Küçükçekmece,ZEYTINBURNU METRO,VAR,KAPALI,CCMODERN,Uygun Degil,28.3505019999212 41.0603160005612),
226,101342,KAZIM BEKTAŞ CAMİİ,28.798162,41.012431,Küçükçekmece,HALKALI,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.3587269999223 41.2543570005927),
227,101351,ŞEHİT HAKİ ARAS,28.747242,41.062238,Basaksehir,TOPKAPI,VAR,KAPALI,CCMODERN,Uygun Degil,28.3588320134381 41.2543749957721),
228,101362,GÖKKUŞAĞI,28.479156,41.020301,Büyükçekmece,SILIVRI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3600076085163 41.257217817386),
229,101381,KIRAÇ KÖPRÜ,28.664604,41.02915,Esenyurt,AVCILAR,YOK,KAPALI,İETTMODERN,Uygun Degil,28.3601658588483 41.2572567650003),
230,101382,KIRAÇ KÖPRÜ,28.666312,41.029345,Esenyurt,KIRAÇ,YOK,KAPALI,İETTMODERN,Uygun Degil,28.3610199966236 41.0901329841601),
231,101391,ESENYURT YOLU,28.718384,40.991283,Avcilar,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3611589999048 41.0900769991092),
232,101392,ESENYURT YOLU,28.718974,40.991086,Avcilar,ESENYURT,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.3613149999242 41.0587050005611),
233,101402,SAHİL YOLU,28.588048,41.018457,Büyükçekmece,B.ÇEKMECE,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.361533574257 41.2544259816824),
234,101412,ÇAMTEPE,28.648863,41.003463,Beylikdüzü,BEYLIKDÜZÜ,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3615429619885 41.2545515058788),
235,101431,FABRİKALAR YOLU,28.715603,41.000496,Avcilar,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3617118570108 41.2596414601697),
236,101432,FABRİKALAR YOLU,28.715817,41.000486,Avcilar,ESENYURT,YOK,AÇIK,İETTBAYRAK,Uygun,28.3622082080107 41.2601330052664),
237,101441,FEVZİ ÇAKMAK CADDESİ,28.716749,40.998521,Avcilar,AVCILAR,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.3646109999239 41.2523630005924),
238,101442,FEVZİ ÇAKMAK CADDESİ,28.716587,40.998438,Avcilar,ESENYURT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3647059999239 41.2524580005925),
239,101452,AVCILAR METROBÜS,28.724037,40.985961,Avcilar,AVCILAR,YOK,FULL KAPALI,İSTON DAR,Uygun Degil,28.3649109999675 41.058263999114),
240,101461,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA AVCILAR KAMPÜSÜ,28.724664,40.984002,Avcilar,BAKIRKÖY,VAR,KAPALI,CCMODERN,Uygun Degil,28.3664689994897 41.2204020454536),
241,101462,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA AVCILAR KAMPÜSÜ,28.723578,40.985326,Avcilar,BEYLIKDÜZÜ,YOK,KAPALI,CCMODERN,Uygun Degil,28.3665319754835 41.2203419712903),
242,101463,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA AVCILAR KAMPÜSÜ,28.72427702,40.98592802,Avcilar,PERON,YOK,KAPALI,CCMODERN,Uygun Degil,28.3666659999678 41.0922199991132),
243,101471,ŞEHİT ŞERİFE BACI ÇOK PROGRAMLI ANADOLU LİSESİ,28.714566,41.060637,Avcilar,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3667149999074 41.0920129991092),
244,101472,ŞEHİT ŞERİFE BACI ÇOK PROGRAMLI ANADOLU LİSESİ,28.714888,41.060657,Avcilar,ALTINSEHIR,YOK,FULL KAPALI,İSTON DAR,Uygun Degil,28.3676420414782 41.2231715584863),
245,101481,KARTALTEPE,28.797929,41.000391,Küçükçekmece,ATAKENT,VAR,KAPALI,CCMODERN,Uygun Degil,28.3678367063327 41.2307210561484),
246,101491,C KAPISI,28.77394,41.047814,Küçükçekmece,BAKIRKÖY,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.3680512830541 41.2303256864062),
247,101492,C.KAPISI,28.774246,41.047859,Küçükçekmece,ATAKENT,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.3682299999261 41.0563130005607),
248,101502,29 EKİM CADDESİ,28.819648,41.003597,Bahçelievler,KUYUMCUKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3683639999682 41.056619999114),
249,101511,SİLİVRİ SON DURAK,28.21562498,41.08284198,Silivri,SON DURAK,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.3690069937946 41.2259450248604),
250,101521,HASTANE,28.224782,41.081457,Silivri,BÜYÜKÇEKMECE,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.3691149999253 41.2259590005882),
251,101522,HASTANE,28.224978,41.08193,Silivri,SON DURAK,YOK,FULL KAPALI,İSTON GENİŞ_İBB,Uygun Degil,28.369459847161 41.2284805920857),
252,101532,TUZLA DERESİ,28.231463,41.080728,Silivri,SON DURAK,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3695079370652 41.2285444287384),
253,101541,ALİPAŞA YOLU,28.21214701,41.08316296,Silivri,BÜYÜKÇEKMECE,YOK,KAPALI,DİĞER,Uygun Degil,28.3705520406003 41.2132289680881),
254,101551,ZEYNEL ABİDİN CAMİİ,28.52666,41.031503,Büyükçekmece,B.ÇEKMECE,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.3706959999258 41.2129590005861),
255,101552,ZEYNEL ABİDİN CAMİİ,28.526572,41.031585,Büyükçekmece,TEPEKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3711119999257 41.2498730005921),
256,101561,TEİAŞ,28.536169,41.029695,Büyükçekmece,B.ÇEKMECE,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.3712080021854 41.2499890324687),
257,101562,TEİAŞ,28.536058,41.029838,Büyükçekmece,TEPEKENT,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.3714499999097 41.0764969991096),
258,101571,ÇEŞME YOLU CADDESİ,28.544834,41.029717,Büyükçekmece,B.ÇEKMECE,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3716860154957 41.0763669953316),
259,101572,ÇEŞME YOLU CADDESİ,28.545022,41.029703,Büyükçekmece,TEPEKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3735159999106 41.0820069991096),
260,101581,ÇİĞDEM CADDESİ,28.546824,41.027664,Büyükçekmece,TEPEKENT,YOK,AÇIK,İETTBAYRAK,Uygun,28.3738489999108 41.0819419991096),
261,101582,ÇİĞDEM CADDESİ,28.546762,41.027805,Büyükçekmece,BÜYÜKÇEKMECE,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3751775306621 41.4065094508823),
262,101591,ARAÇ MUAYENE İSTASYONU,28.542433,41.022434,Büyükçekmece,B.ÇEKMECE,YOK,KAPALI,İETTMODERN,Uygun Degil,28.3757769999281 41.0546090005606),
263,101592,ARAÇ MUAYENE İSTASYONU,28.54295998,41.02284701,Büyükçekmece,TEPEKENT,YOK,KAPALI,DİĞER,Uygun Degil,28.3757779999116 41.0958909991093),
264,101601,ATATÜRK CADDESİ,28.701806,41.039365,Avcilar,AVCILAR,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.3758980180955 41.0959859958998),
265,101602,ATATÜRK CADDESİ,28.701731,41.039319,Avcilar,SON DURAK,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3760089681284 41.0997640330293),
266,101611,GAZİ CADDESİ,28.699695,41.041071,Avcilar,AVCILAR,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.3760499999118 41.0878369991094),
267,101612,GAZİ CADDESİ,28.699777,41.04114,Avcilar,SON DURAK,YOK,AÇIK,İETTBAYRAK,Uygun,28.3761450480875 41.0875989893901),
268,101621,ALİ RIZA CADDESİ,28.653786,41.03226,Esenyurt,B.BOSNA METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3764159999282 41.0541020005604),
269,101622,ALİ RIZA CADDESİ,28.653663,41.032423,Esenyurt,SON DURAK,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.3791349999235 41.4038860006148),
270,101631,ATATÜRK CADDESİ,28.656483,41.031916,Esenyurt,B.BOSNA METRO,YOK,KAPALI,İETTMODERN,Uygun Degil,28.3795459999274 41.053213000559),
271,101632,ATATÜRK CADDESİ,28.656475,41.032107,Esenyurt,SON DURAK,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.3798037964101 41.2081631105546),
272,101641,DEREBOYU,28.661019,41.030528,Esenyurt,Y.BOSNA METRO,YOK,KAPALI,İETTMODERN,Uygun Degil,28.3803593151229 41.207914517482),
273,101642,DEREBOYU,28.660898,41.030785,Esenyurt,SON DURAK,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.3831444040739 41.2059208538183),
274,101651,ESTON REŞİTPAŞA EVLERİ,28.667463,40.979138,Beylikdüzü,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.38335898088 41.2059518171956),
275,101652,ESTON REŞİTPAŞA EVLERİ,28.667542,40.979208,Beylikdüzü,I.MARMARA EVLERI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3838679999301 41.0524040005603),
276,101661,ESTON 3.KISIM EVLERİ,28.671332,40.978365,Beylikdüzü,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3840349999302 41.0519740005602),
277,101662,ESTON 3.KISIM EVLERİ,28.671527,40.978799,Beylikdüzü,I.MARMARA EVLERI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3842179999714 41.4036079991068),
278,101671,KOZA EVLERİ YOLU,28.711065,41.059234,Avcilar,ALTINSEHIR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3842300317026 41.4037469827467),
279,101681,ORTA.MAHALLESİ,28.757308,41.056268,Küçükçekmece,HALKALI,YOK,KAPALI,İETTCAMLI,Uygun Degil,28.3845159999283 41.3778360006132),
280,101682,ORTA MAHALLESİ,28.757631,41.055753,Küçükçekmece,EGITIM HAS.,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3847309999284 41.3788160006134),
281,101692,GAZİ CADDESİ,28.86246,41.054658,Esenler,BASAKSEHIR,VAR,KAPALI,CCMODERN,Uygun Degil,28.3854579999154 41.3859049991033),
282,101701,AREL ÜNİVERSİTESİ,28.796937,41.00015,Küçükçekmece,AKSARAY,VAR,KAPALI,CCMODERN,Uygun Degil,28.3856939999156 41.3850049991033),
283,101711,ŞEHİT MUSTAFA DİREKLİ,28.779246,41.007619,Küçükçekmece,AKSARAY,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.386147999927 41.403401000616),
284,101712,ŞEHİT MUSTAFA DİREKLİ,28.779413,41.007445,Küçükçekmece,K.S.S.HASTANESI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3900639632679 41.0507189910664),
285,101722,NECİP FAZIL KISAKÜREK CADDESİ,28.866931,41.021197,Güngören,BAGCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3911870043079 41.0499899857079),
286,101732,SÜPHAN SOKAK,28.807497,41.053488,Küçükçekmece,M.AKIF MAHALLESI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3912910109272 41.4019430304404),
287,101762,SANCAKLI CADDESİ,28.881112,41.022518,Güngören,GIYIMKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3979689999336 41.0481820005597),
288,101771,KURUDERE CADDESİ,28.862763,41.054854,Esenler,EMINÖNÜ,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3980979999336 41.0484820005597),
289,101772,KURUDERE CADDESİ,28.862537,41.055148,Esenler,GIYIMKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.3990479999318 41.4006670006171),
290,101781,FAHİR İLKEL İLKOKULU,28.692549,41.038511,Esenyurt,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.4028817191703 41.1887018901721),
291,101782,FAHİR İLKEL İLKOKULU,28.692627,41.038587,Esenyurt,SON DURAK,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.4029404846089 41.1888510756468),
292,101791,461.SOKAK-ŞEHİT BÜLENT AYDIN,28.691,41.034427,Esenyurt,AVCILAR,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.4037933825693 41.1871660470928),
293,101792,461.SOKAK-ŞEHİT BÜLENT AYDIN,28.69112,41.034061,Avcilar,SON DURAK ,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.4070289999759 41.0459359991145),
294,101801,TÜTÜN SOKAK,28.70339002,41.02172502,Avcilar,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.407038999934 41.3429060006076),
295,101802,TÜTÜN SOKAK,28.703497,41.02194,Avcilar,SON DURAK,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.407239999934 41.3404390006072),
296,101811,YAHYA ÇAVUŞ,28.702963,41.017977,Avcilar,AVCILAR,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.4072669999341 41.3402090006072),
297,101812,YAHYA ÇAVUŞ,28.703094,41.017937,Avcilar,SON DURAK,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.4075269999358 41.0455330005593),
298,101822,YAVUZ SELİM CADDESİ,28.86596013,41.02304597,Güngören,HAZNEDAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.409657045449 41.3390899676264),
299,101832,FEVZİ ÇAKMAK MAHALLESİ ,28.866525,41.020584,Güngören,BAKIRKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.4097220221995 41.3388779774033),
