HAT_KODU,HAT_ADI,TAM_HAT_ADI,HAT_DURUMU,BOLGE,SEFER_SURESI
58UL,ULUS MAHALLESİ - KABATAŞ,58UL/ULUS MAHALLESİ - KABATAŞ,1,Avrupa3,40.25
59A,İSTİNYE DEREİÇİ - ŞİŞLİ,59A/İSTİNYE DEREİÇİ - ŞİŞLİ,1,Avrupa3,71.43
59CH,ARNAVUTKÖY - MECİDİYEKÖY,59CH/ARNAVUTKÖY - MECİDİYEKÖY,1,Avrupa3,33.3
59HS,HACIOSMAN METRO - SARITEPE KAMPÜSÜ,59HS/HACIOSMAN METRO - SARITEPE KAMPÜSÜ,1,Avrupa3,96.15
59K, KARAYOLLARI / ETİLER - ŞİŞLİ,59K/KARAYOLLARI / ETİLER - ŞİŞLİ,1,Avrupa3,41
59N,FATİH SULTAN MEHMET - ŞİŞLİ,59N/FATİH SULTAN MEHMET - ŞİŞLİ,1,Avrupa3,35.08
59R,RUMELİ HİSARÜSTÜ - ŞİŞLİ,59R/RUMELİ HİSARÜSTÜ - ŞİŞLİ,1,Avrupa3,33.19
59RH,RUMELİ HİSARÜSTÜ - HACIOSMAN METRO,59RH/RUMELİ HİSARÜSTÜ - HACIOSMAN METRO,1,Avrupa3,52.12
59RK,RUMELİ HİSARÜSTÜ - SARITEPE KAMPÜSÜ,59RK/RUMELİ HİSARÜSTÜ - SARITEPE KAMPÜSÜ,1,Avrupa3,164.85
59RS,SARIYER - RUMELİ HİSARÜSTÜ,59RS/SARIYER - RUMELİ HİSARÜSTÜ,1,Avrupa3,91.83
59S,LEVAZIM MAHALLESİ - ŞİŞLİ,59S/LEVAZIM MAHALLESİ - ŞİŞLİ,1,Avrupa3,25.47
59UÇ,UÇAKSAVAR - ŞİŞLİ,59UÇ/UÇAKSAVAR - ŞİŞLİ,1,Avrupa3,48.02
6,ESATPAŞA / KÜÇÜKÇAMLICA - HAREM,6/ESATPAŞA / KÜÇÜKÇAMLICA - HAREM,1,Anadolu1,65.34
62,KAĞITHANE / GÜLTEPE - KABATAŞ,62/KAĞITHANE / GÜLTEPE - KABATAŞ,1,Avrupa3,56.26
622,YENİDOĞAN - MECİDİYEKÖY,622/YENİDOĞAN - MECİDİYEKÖY,1,Anadolu2,170.37
62G,EMNİYETTEPE /  HAMİDİYE - BEŞİKTAŞ,62G/EMNİYETTEPE /  HAMİDİYE - BEŞİKTAŞ,1,Avrupa3,71.04
62H,EMNİYETTEPE - HACIOSMAN METRO,62H/EMNİYETTEPE - HACIOSMAN METRO,1,Avrupa3,90.4
63,KAĞITHANE / ÇELİKTEPE - KABATAŞ,63/KAĞITHANE / ÇELİKTEPE - KABATAŞ,1,Avrupa3,63.99
64Ç,EMNİYETTEPE/ÇELİKTEPE-ŞİŞLİ,64Ç/EMNİYETTEPE/ÇELİKTEPE-ŞİŞLİ,1,Avrupa3,73.67
65A,SEYRANTEPE - KAĞITHANE GARAJI,65A/SEYRANTEPE - KAĞITHANE GARAJI,1,Avrupa3,97.15
65G,KAĞITHANE / GÜLTEPE - ŞİŞLİ,65G/KAĞITHANE / GÜLTEPE - ŞİŞLİ,1,Avrupa3,43.7
66,GÜLBAĞ - EMİNÖNÜ,66/GÜLBAĞ - EMİNÖNÜ,1,Avrupa3,45.82
66Z,ZİNCİRLİDERE - ŞİŞLİ,66Z/ZİNCİRLİDERE - ŞİŞLİ,1,Avrupa3,21.55
7,TOPAĞACI MAHALLESİ / ÜMRANİYE - RASATHANE,7/TOPAĞACI MAHALLESİ / ÜMRANİYE - RASATHANE,1,Anadolu1,74.98
70D,KURTULUŞ / DOLAPDERE - EMİNÖNÜ,70D/KURTULUŞ / DOLAPDERE - EMİNÖNÜ,1,Avrupa3,53.87
70FE,FERİKÖY - EMİNÖNÜ,70FE/FERİKÖY - EMİNÖNÜ,1,Avrupa3,38.26
70FY,FERİKÖY - YENİKAPI,70FY/FERİKÖY - YENİKAPI,1,Avrupa3,52.31
70KE,KURTULUŞ - EMİNÖNÜ,70KE/KURTULUŞ - EMİNÖNÜ,1,Avrupa3,40.5
70KY,KURTULUŞ - YENİKAPI,70KY/KURTULUŞ - YENİKAPI,1,Avrupa3,46.82
71T,ATAKÖY - TAKSİM,71T/ATAKÖY - TAKSİM,1,Avrupa1,94.26
72T,YEŞİLKÖY - TAKSİM,72T/YEŞİLKÖY - TAKSİM,1,Avrupa1,113.13
72YT,YEŞİLKÖY - SAHİL YOLU - TAKSİM,72YT/YEŞİLKÖY - SAHİL YOLU - TAKSİM,1,Avrupa1,108.74
73,YENİBOSNA METRO- TAKSİM,73/YENİBOSNA METRO- TAKSİM,1,Avrupa1,79.67
73B,FLORYA - BAKIRKÖY,73B/FLORYA - BAKIRKÖY,1,Avrupa1,72.36
73F,FLORYA - TAKSİM,73F/FLORYA - TAKSİM,1,Avrupa1,128.88
73H,ACİL DURUM HASTANESİ - ATAKÖY METRO,73H/ACİL DURUM HASTANESİ - ATAKÖY METRO,1,Avrupa1,43.5
73Y,KUYUMCUKENT - YEŞİLKÖY / AKVARYUM,73Y/KUYUMCUKENT - YEŞİLKÖY / AKVARYUM,1,Avrupa1,74.12
74,HİLTON SİTESİ - EMİNÖNÜ,74/HİLTON SİTESİ - EMİNÖNÜ,1,Avrupa3,43.76
74A,GAYRETTEPE - EMİNÖNÜ,74A/GAYRETTEPE - EMİNÖNÜ,1,Avrupa3,42.6
75O,OTOGAR - MECİDİYEKÖY,75O/OTOGAR - MECİDİYEKÖY,1,Avrupa2,91.29
76,BEYLİKDÜZÜ - BAKIRKÖY,76/BEYLİKDÜZÜ - BAKIRKÖY,1,Avrupa1,143.92
76A,KİPTAŞ VADİTEPE - YENİKAPI,76A/KİPTAŞ VADİTEPE - YENİKAPI,1,Avrupa1,157.01
76B,AVCILAR CİHANGİR MAHALLESİ - BAKIRKÖY,76B/AVCILAR CİHANGİR MAHALLESİ - BAKIRKÖY,1,Avrupa1,99.48
76BA,BÜYÜKÇEKMECE - AVCILAR METROBÜS,76BA/BÜYÜKÇEKMECE - AVCILAR METROBÜS,1,Avrupa1,75.4
76C,BÜYÜKÇEKMECE - BAKIRKÖY,76C/BÜYÜKÇEKMECE - BAKIRKÖY,1,Avrupa1,154.97
76D,BAHÇEŞEHİR / ESENKENT - TAKSİM,76D/BAHÇEŞEHİR / ESENKENT - TAKSİM,1,Avrupa1,194.72
76E,BOĞAZKÖY / BAHÇEŞEHİR - TAKSİM,76E/BOĞAZKÖY / BAHÇEŞEHİR - TAKSİM,1,Avrupa1,212.96
76G,GÜRPINAR - AVCILAR METROBÜS,76G/GÜRPINAR - AVCILAR METROBÜS,1,Avrupa1,138.2
76GM,GÜRPINAR-TÜYAP METROBÜS,76GM/GÜRPINAR-TÜYAP METROBÜS,1,Avrupa1,55.28
76O,AVCILAR CİHANGİR MAHALLESİ - OTOGAR,76O/AVCILAR CİHANGİR MAHALLESİ - OTOGAR,1,Avrupa1,166.01
76T,ISPARTAKULE BİZİMEVLER - TAKSİM,76T/ISPARTAKULE BİZİMEVLER - TAKSİM,1,Avrupa1,162.12
76TM,TEPEKENT - AVCILAR METROBÜS,76TM/TEPEKENT - AVCILAR METROBÜS,1,Avrupa1,154.38
76V,KİPTAŞ VADİTEPE - BAKIRKÖY,76V/KİPTAŞ VADİTEPE - BAKIRKÖY,1,Avrupa1,168.66
76Y,İHLAS MARMARA EVLERİ - BAKIRKÖY,76Y/İHLAS MARMARA EVLERİ - BAKIRKÖY,1,Avrupa1,148.4
77,YENİKAPI-ŞİŞLİ,77/YENİKAPI-ŞİŞLİ,1,Avrupa2,63.22
77A,VEZNECİLER-ŞİŞLİ,77A/VEZNECİLER-ŞİŞLİ,1,Avrupa2,50.69
77Ç,ÇIKSALIN - EMİNÖNÜ,77Ç/ÇIKSALIN - EMİNÖNÜ,1,Avrupa3,35.63
78,METROKENT - EMİNÖNÜ,78/METROKENT - EMİNÖNÜ,1,Avrupa1,150.09
78B,FENERTEPE PERON/BAŞAKŞEHİR - YENİBOSNA METRO,78B/FENERTEPE PERON/BAŞAKŞEHİR - YENİBOSNA METRO,1,Avrupa1,128.05
78C,YUNUS EMRE MAHALLESİ - FENERTEPE,78C/YUNUS EMRE MAHALLESİ - FENERTEPE,1,Avrupa2,137.28
78E,FENERTEPE PERON/BAŞAKŞEHİR - KAYABAŞI KİPTAŞ,78E/FENERTEPE PERON/BAŞAKŞEHİR - KAYABAŞI KİPTAŞ,1,Avrupa1,155.34
78F,FENERTEPE - BAŞAKŞEHİR - METROKENT,78F/FENERTEPE - BAŞAKŞEHİR - METROKENT,1,Avrupa1,188.94
78G,FENERTEPE PERON/BAŞAKŞEHİR - KAYAŞEHİR,78G/FENERTEPE PERON/BAŞAKŞEHİR - KAYAŞEHİR,1,Avrupa1,144.6
78H,FENERTEPE PERON/BAŞAKŞEHİR - EMİNÖNÜ,78H/FENERTEPE PERON/BAŞAKŞEHİR - EMİNÖNÜ,1,Avrupa1,163.11
78Ş,FENERTEPE PERON/BAŞAKŞEHİR - ŞAHİNTEPE,78Ş/FENERTEPE PERON/BAŞAKŞEHİR - ŞAHİNTEPE,1,Avrupa1,131.28
78ZB,FENERTEPE PERON/BAŞAKŞEHİR - ZEYTİNBURNU,78ZB/FENERTEPE PERON/BAŞAKŞEHİR - ZEYTİNBURNU,1,Avrupa1,189.25
79B,KAYAŞEHİR - BAKIRKÖY,79B/KAYAŞEHİR - BAKIRKÖY,1,Avrupa1,178.59
79C,KAYAŞEHİR - CEBECİ MAHALLESİ,79C/KAYAŞEHİR - CEBECİ MAHALLESİ,1,Avrupa1,134.23
79E,KAYABAŞI KİPTAŞ / KAYAŞEHİR - EMİNÖNÜ,79E/KAYABAŞI KİPTAŞ / KAYAŞEHİR - EMİNÖNÜ,1,Avrupa1,198.53
79F,KAYAŞEHİR - YENİBOSNA METRO,79F/KAYAŞEHİR - YENİBOSNA METRO,1,Avrupa1,192.53
79FY,FENERTEPE-YENİBOSNA METRO,79FY/FENERTEPE-YENİBOSNA METRO,1,Avrupa1,141.57
79G,KAYAŞEHİR - ZEYTİNBURNU,79G/KAYAŞEHİR - ZEYTİNBURNU,1,Avrupa1,154.5
79GE,GÜVERCİNTEPE/FENERTEPE-EMİNÖNÜ,79GE/GÜVERCİNTEPE/FENERTEPE-EMİNÖNÜ,1,Avrupa1,196
79K,KAYAŞEHİR - YENİBOSNA METRO,79K/KAYAŞEHİR - YENİBOSNA METRO,1,Avrupa1,122.83
79KM,KAYAŞEHİR - MECİDİYEKÖY,79KM/KAYAŞEHİR - MECİDİYEKÖY,1,Avrupa1,198.37
79KT,KAYABAŞI KİPTAŞ - TEKSTİLKENT METRO,79KT/KAYABAŞI KİPTAŞ - TEKSTİLKENT METRO,1,Avrupa1,135.02
79Ş,ŞAHİNTEPE - TOPKAPI,79Ş/ŞAHİNTEPE - TOPKAPI,1,Avrupa1,149.6
79T,KAYABAŞI KİPTAŞ - TAKSİM,79T/KAYABAŞI KİPTAŞ - TAKSİM,1,Avrupa1,204.3
79Y,KAYABAŞI KİPTAŞ / KAYAŞEHİR - YENİBOSNA METRO,79Y/KAYABAŞI KİPTAŞ / KAYAŞEHİR - YENİBOSNA METRO,1,Avrupa1,132
8,VALİEVLERİ - KADIKÖY,8/VALİEVLERİ - KADIKÖY,1,Anadolu1,22.55
80,KAZLIÇEŞME - EMİNÖNÜ,80/KAZLIÇEŞME - EMİNÖNÜ,1,Avrupa2,47.27
80T,KAZLIÇEŞME - TAKSİM,80T/KAZLIÇEŞME - TAKSİM,1,Avrupa2,48.48
82,KUYUMCUKENT - EMİNÖNÜ,82/KUYUMCUKENT - EMİNÖNÜ,1,Avrupa1,87.37
82S,YENİBOSNA METRO - İKİTELLİ OSB/ METROKENT,82S/YENİBOSNA METRO - İKİTELLİ OSB/ METROKENT,1,Avrupa1,114.08
85C,DAVUTPAŞA YTÜ - KAZLIÇEŞME,85C/DAVUTPAŞA YTÜ - KAZLIÇEŞME,1,Avrupa2,48.08
85T,ESENLER METRO - TAKSİM,85T/ESENLER METRO - TAKSİM,1,Avrupa2,94.44
86V,EYÜPSULTAN - VEZNECİLER,86V/EYÜPSULTAN - VEZNECİLER,1,Avrupa3,32.75
87,TOPKAPI / EDİRNEKAPI - TAKSİM,87/TOPKAPI / EDİRNEKAPI - TAKSİM,1,Avrupa2,50.27
88,YUNUS EMRE MAHALLESİ - TOPKAPI,88/YUNUS EMRE MAHALLESİ - TOPKAPI,1,Avrupa2,72.35
88A,YUNUS EMRE MAHALLESİ - YENİKAPI,88A/YUNUS EMRE MAHALLESİ - YENİKAPI,1,Avrupa2,88
89,K.S.S. HASTANESİ/ATAKENT-AKSARAY,89/K.S.S. HASTANESİ/ATAKENT-AKSARAY,1,Avrupa1,159.5
89A,K.S.S. HASTANESİ - ZEYTİNBURNU,89A/K.S.S. HASTANESİ - ZEYTİNBURNU,1,Avrupa1,126.65
89B,KÜÇÜKÇEKMECE - AKSARAY,89B/KÜÇÜKÇEKMECE - AKSARAY,1,Avrupa1,90.5
89BS,BEZİRGANBAHÇE TOKİ-SEFAKÖY METROBÜS,89BS/BEZİRGANBAHÇE TOKİ-SEFAKÖY METROBÜS,1,Avrupa1,23.01
89C,METROKENT-TAKSİM,89C/METROKENT-TAKSİM,1,Avrupa1,174.38
89F,KÜÇÜKÇEKMECE-İSTOÇ,89F/KÜÇÜKÇEKMECE-İSTOÇ,1,Avrupa1,88.06
89K,K.S.S. HASTANESİ - AKSARAY,89K/K.S.S. HASTANESİ - AKSARAY,1,Avrupa1,124.27
89M,MEHMET AKİF MAHALLESİ - ZEYTİNBURNU,89M/MEHMET AKİF MAHALLESİ - ZEYTİNBURNU,1,Avrupa1,96.08
89S,SÖĞÜTLÜÇEŞME - ZEYTİNBURNU,89S/SÖĞÜTLÜÇEŞME - ZEYTİNBURNU,1,Avrupa1,74
89T,K.S.S. HASTANESİ/ATAKENT-TAKSİM,89T/K.S.S. HASTANESİ/ATAKENT-TAKSİM,1,Avrupa1,181.7
89YB,K.S.S. HASTANESİ/ATAKENT - BAKIRKÖY,89YB/K.S.S. HASTANESİ/ATAKENT - BAKIRKÖY,1,Avrupa1,124.64
8A,BATI ATAŞEHİR / FİKİRTEPE - KADIKÖY,8A/BATI ATAŞEHİR / FİKİRTEPE - KADIKÖY,1,Anadolu1,58.66
8E,ESENEVLER - KADIKÖY,8E/ESENEVLER - KADIKÖY,1,Anadolu1,58.55
8K,TEPEÜSTÜ - ATAŞEHİR / KOZYATAĞI METRO,8K/TEPEÜSTÜ - ATAŞEHİR / KOZYATAĞI METRO,1,Anadolu1,85.43
8Y,SOYAK YENİŞEHİR - YENİSAHRA METRO,8Y/SOYAK YENİŞEHİR - YENİSAHRA METRO,1,Anadolu1,49.17
9,ADEM YAVUZ MAHALLESİ - ÜSKÜDAR,9/ADEM YAVUZ MAHALLESİ - ÜSKÜDAR,1,Anadolu1,107.99
90,DRAMAN - EMİNÖNÜ,90/DRAMAN - EMİNÖNÜ,1,Avrupa2,25.99
90B,DRAMAN - AKSARAY,90B/DRAMAN - AKSARAY,1,Avrupa2,16.31
91E,GÖZTEPE MAHALLESİ - AKSARAY,91E/GÖZTEPE MAHALLESİ - AKSARAY,1,Avrupa1,61.08
91M,FATİH MAHALLESİ YANYOL- MECİDİYEKÖY METROBÜS,91M/FATİH MAHALLESİ YANYOL- MECİDİYEKÖY METROBÜS,1,Avrupa1,71.33
92,YENİ MAHALLE METRO - EMİNÖNÜ,92/YENİ MAHALLE METRO - EMİNÖNÜ,1,Avrupa1,98.16
92B,YENİ MAHALLE METRO / ATEŞTUĞLA - AKSARAY,92B/YENİ MAHALLE METRO / ATEŞTUĞLA - AKSARAY,1,Avrupa1,75.15
92C,HAZNEDAR - EMİNÖNÜ,92C/HAZNEDAR - EMİNÖNÜ,1,Avrupa1,83.38
92K,YENİ MAHALLE METRO / KİRAZLI - AKSARAY,92K/YENİ MAHALLE METRO / KİRAZLI - AKSARAY,1,Avrupa1,79.76
92M,BAĞCILAR DEVLET HASTANESİ - MECİDİYEKÖY,92M/BAĞCILAR DEVLET HASTANESİ - MECİDİYEKÖY,1,Avrupa1,105.38
92Ş,YENİ MAHALLE METRO - MECİDİYEKÖY,92Ş/YENİ MAHALLE METRO - MECİDİYEKÖY,1,Avrupa1,100.43
92T,BAĞCILAR DEVLET HASTANESİ - TAKSİM,92T/BAĞCILAR DEVLET HASTANESİ - TAKSİM,1,Avrupa1,96.5
93,ZEYTİNBURNU - EMİNÖNÜ,93/ZEYTİNBURNU - EMİNÖNÜ,1,Avrupa2,77.68
93C,ZEYTİNBURNU - AKSARAY,93C/ZEYTİNBURNU - AKSARAY,1,Avrupa2,58.14
93M,ZEYTİNBURNU - MECİDİYEKÖY,93M/ZEYTİNBURNU - MECİDİYEKÖY,1,Avrupa2,96.9
93T,ZEYTİNBURNU - TAKSİM,93T/ZEYTİNBURNU - TAKSİM,1,Avrupa2,88.14
94A,BAKIRKÖY - AKSARAY,94A/BAKIRKÖY - AKSARAY,1,Avrupa1,47.94
94Y,YEŞİLPINAR - BAKIRKÖY,94Y/YEŞİLPINAR - BAKIRKÖY,1,Avrupa3,110.54
97,15 TEMMUZ MAHALLESİ - AKSARAY,97/15 TEMMUZ MAHALLESİ - AKSARAY,1,Avrupa1,86.07
97A,BASINSİTESİ - EMİNÖNÜ,97A/BASINSİTESİ - EMİNÖNÜ,1,Avrupa1,71.57
97BT,KOCASİNAN İTFAİYE-TAKSİM,97BT/KOCASİNAN İTFAİYE-TAKSİM,1,Avrupa1,91.82
97E,MAHMUTBEY / GÜNEŞLİ - KAZLIÇEŞME,97E/MAHMUTBEY / GÜNEŞLİ - KAZLIÇEŞME,1,Avrupa1,102.86
97G,YENİ MAHALLE METRO - AKSARAY,97G/YENİ MAHALLE METRO - AKSARAY,1,Avrupa1,77.44
97GE,15 TEMMUZ MAHALLESİ - EMİNÖNÜ,97GE/15 TEMMUZ MAHALLESİ - EMİNÖNÜ,1,Avrupa1,111.05
97KZ,KOCASİNAN - ZEYTİNBURNU,97KZ/KOCASİNAN - ZEYTİNBURNU,1,Avrupa1,72.91
97M,15 TEMMUZ MAHALLESİ - MECİDİYEKÖY,97M/15 TEMMUZ MAHALLESİ - MECİDİYEKÖY,1,Avrupa1,111.8
97T,BASINSİTESİ - TAKSİM,97T/BASINSİTESİ - TAKSİM,1,Avrupa1,84.4
98,FENERTEPE/BAŞAKŞEHİR - BAKIRKÖY,98/FENERTEPE/BAŞAKŞEHİR - BAKIRKÖY,1,Avrupa1,161.73
98A,GÖZTEPE MAHALLESİ - BAKIRKÖY,98A/GÖZTEPE MAHALLESİ - BAKIRKÖY,1,Avrupa1,77.91
98AB,ATAKENT/HALKALI - BAKIRKÖY,98AB/ATAKENT/HALKALI - BAKIRKÖY,1,Avrupa1,93.84
98B,KUYUMCUKENT - BAKIRKÖY,98B/KUYUMCUKENT - BAKIRKÖY,1,Avrupa1,51.81
98D,YENİ MAHALLE METRO - BAKIRKÖY,98D/YENİ MAHALLE METRO - BAKIRKÖY,1,Avrupa1,51.08
98E,GÜNEŞLİ BASIN TESİSLERİ - BAKIRKÖY,98E/GÜNEŞLİ BASIN TESİSLERİ - BAKIRKÖY,1,Avrupa1,72.61
98G,GİYİMKENT / TURGUTREİS - BAKIRKÖY,98G/GİYİMKENT / TURGUTREİS - BAKIRKÖY,1,Avrupa2,91.43
98H,METROKENT - BAKIRKÖY,98H/METROKENT - BAKIRKÖY,1,Avrupa1,147.64
98K,YENİ MAHALLE METRO / KİRAZLI - BAKIRKÖY,98K/YENİ MAHALLE METRO / KİRAZLI - BAKIRKÖY,1,Avrupa1,46.9
98KM,FENERTEPE - SEFAKOY METROBÜS,98KM/FENERTEPE - SEFAKOY METROBÜS,1,Avrupa1,135.97
98M,İSTOÇ - BAKIRKÖY,98M/İSTOÇ - BAKIRKÖY,1,Avrupa1,84.9
98MB,MEHMET AKİF MAHALLESİ - BAKIRKÖY,98MB/MEHMET AKİF MAHALLESİ - BAKIRKÖY,1,Avrupa1,89.18
98S,K.S.S. HASTANESİ - BAKIRKÖY,98S/K.S.S. HASTANESİ - BAKIRKÖY,1,Avrupa1,93.75
98T,K.S.S. HASTANESİ/ATAKENT-BAKIRKÖY,98T/K.S.S. HASTANESİ/ATAKENT-BAKIRKÖY,1,Avrupa1,142.87
98TB,FATİH MAHALLESİ - BAKIRKÖY,98TB/FATİH MAHALLESİ - BAKIRKÖY,1,Avrupa1,70.81
98Y,GİYİMKENT / YÜZYIL MAHALLESİ - BAKIRKÖY,98Y/GİYİMKENT / YÜZYIL MAHALLESİ - BAKIRKÖY,1,Avrupa2,72.84
99,AKŞEMSETTİN - EMİNÖNÜ,99/AKŞEMSETTİN - EMİNÖNÜ,1,Avrupa3,66.93
99A,GAZİOSMANPAŞA - EMİNÖNÜ,99A/GAZİOSMANPAŞA - EMİNÖNÜ,1,Avrupa2,37.54
99Y,YEŞİLPINAR - EMİNÖNÜ,99Y/YEŞİLPINAR - EMİNÖNÜ,1,Avrupa3,71.36
9A,ATAKENT - ÜSKÜDAR,9A/ATAKENT - ÜSKÜDAR,1,Anadolu1,80.01
9ÇN,ÇEKMEKÖY - NİŞANTEPE ,9ÇN/ÇEKMEKÖY - NİŞANTEPE,1,Anadolu2,112.38
9H,CUMHURİYETKÖY / HÜSEYİNLİ - ÇEKMEKÖY ,9H/CUMHURİYETKÖY / HÜSEYİNLİ - ÇEKMEKÖY,1,Anadolu2,180.69
9K,ATATÜRK MAH./ TAŞDELEN - KADIKÖY ,9K/ATATÜRK MAH./ TAŞDELEN - KADIKÖY,1,Anadolu2,154.99
9T,ŞAHİNBEY - ALTUNİZADE METROBÜS,9T/ŞAHİNBEY - ALTUNİZADE METROBÜS,1,Anadolu2,84.08
AND1A,ANADOLU1 / ANADOLU,AND1A/ANADOLU1 / ANADOLU,1,Anadolu1,10
AND2Y,ANADOLU2 DEPAR / YUNUS,AND2Y/ANADOLU2 DEPAR / YUNUS,1,Anadolu2,6.67
AVR1,AVRUPA 1 DEPAR / İKİTELLİ,AVR1/AVRUPA 1 DEPAR / İKİTELLİ,1,Avrupa1,6.67
AVR1A,AVRUPA 1 DEPAR / İKİTELLİ,AVR1A/AVRUPA 1 DEPAR / İKİTELLİ,1,Avrupa1,22.95
AVR2,AVRUPA 2 DEPAR / TOPKAPI,AVR2/AVRUPA 2 DEPAR / TOPKAPI,1,Avrupa2,6.67
AVR3,AVRUPA3 DEPAR,AVR3/AVRUPA3 DEPAR,1,Avrupa3,38.91
AVR3K,AVRUPA3 DEPAR / KAĞITHANE,AVR3K/AVRUPA3 DEPAR / KAĞITHANE,1,Avrupa3,12
BA-1,ÇARŞI-TEPEKÖY-KADIYORAN,BA-1/ÇARŞI-TEPEKÖY-KADIYORAN,1,Anadolu1,8.31
BA-2,ÇARŞI-MADEN-NİZAM,BA-2/ÇARŞI-MADEN-NİZAM,1,Anadolu1,16.12
BA-4,ÇINAR-KUMSAL-MADEN,BA-4/ÇINAR-KUMSAL-MADEN,1,Anadolu1,13.98
BA-5,ÇARŞI-NİZAM,BA-5/ÇARŞI-NİZAM,1,,12.81
BM4,KAVAKLI - AVCILAR METROBÜS,BM4/KAVAKLI - AVCILAR METROBÜS,1,Avrupa1,97.3
BN1,HALKALI - EMİNÖNÜ,BN1/HALKALI - EMİNÖNÜ,1,Avrupa1,162.75
BU-1,ÇARŞI-KALPAZANKAYA,BU-1/ÇARŞI-KALPAZANKAYA,1,Anadolu1,11.74
ÇM41,ÇEKMEKÖY-NECİP FAZIL METRO,ÇM41/ÇEKMEKÖY-NECİP FAZIL METRO,1,Anadolu2,34.87
ÇM42,ŞAHİNBEY - ÇEKMEKÖY METRO/ EMEK MAH.,ÇM42/ŞAHİNBEY - ÇEKMEKÖY METRO/ EMEK MAH.,1,Anadolu2,37.24
ÇM43,ATATÜRK MAHALLESİ-NECİP FAZIL METRO,ÇM43/ATATÜRK MAHALLESİ-NECİP FAZIL METRO,1,Anadolu2,49.04
ÇM44,NİŞANTEPE - ÇEKMEKÖY METRO/ PROF.DR. FERİHA ÖZ HAST.,ÇM44/NİŞANTEPE - ÇEKMEKÖY METRO/ PROF.DR. FERİHA ÖZ HAST.,1,Anadolu2,116.2
D2,BEŞİKTAŞ - BELGRAD ORMANI ,D2/BEŞİKTAŞ - BELGRAD ORMANI,1,Avrupa3,152.01
DT1,ORTAKÖY - TAKSİM,DT1/ORTAKÖY - TAKSİM,1,Avrupa3,46.37
DT2,ORTAKÖY - TAKSİM,DT2/ORTAKÖY - TAKSİM,1,Avrupa3,44.9
E-10,SABİHA GÖKÇEN HAVALİMANI / KURTKÖY - KADIKÖY,E-10/SABİHA GÖKÇEN HAVALİMANI / KURTKÖY - KADIKÖY,1,Anadolu2,173.05
E-11,SABİHA GÖKÇEN HAVALİMANI - KADIKÖY,E-11/SABİHA GÖKÇEN HAVALİMANI - KADIKÖY,1,Anadolu2,171.53
E-3,SABİHA GÖKÇEN HAVALİMANI - 4.LEVENT METRO,E-3/SABİHA GÖKÇEN HAVALİMANI - 4.LEVENT METRO,1,Anadolu2,238.67
E-57,ESENKENT BAHÇEŞEHİR - BAKIRKÖY,E-57/ESENKENT BAHÇEŞEHİR - BAKIRKÖY,1,Avrupa1,176.99
E-58,ESENKENT BAHÇEŞEHİR - MECİDİYEKÖY,E-58/ESENKENT BAHÇEŞEHİR - MECİDİYEKÖY,1,Avrupa1,194.53
E-9,SABİHA GÖKÇEN H.L.-BOSTANCI,E-9/SABİHA GÖKÇEN H.L.-BOSTANCI,1,Anadolu2,159.19
EC1,CİBALİ-EMİNÖNÜ,EC1/CİBALİ-EMİNÖNÜ,1,Avrupa2,10
EL2,EMİRGAN - 4.LEVENT METRO,EL2/EMİRGAN - 4.LEVENT METRO,1,Avrupa3,31.05
EM1,EMİNÖNÜ - KULAKSIZ,EM1/EMİNÖNÜ - KULAKSIZ,1,Avrupa3,36.9
EM2,EMİNÖNÜ - KULAKSIZ,EM2/EMİNÖNÜ - KULAKSIZ,1,Avrupa3,32.42
ER1,KADIKÖY - ERENKÖY,ER1/KADIKÖY - ERENKÖY,1,Anadolu1,34.63
ER2,KADIKÖY - ERENKÖY,ER2/KADIKÖY - ERENKÖY,1,Anadolu1,33.5
ES1,ESENYURT BELEDİYESİ - BEYLİKDÜZÜ DEVLET HASTANESİ,ES1/ESENYURT BELEDİYESİ - BEYLİKDÜZÜ DEVLET HASTANESİ,1,Avrupa1,71.21
ES2,TÜYAP / KIRAÇ - AKÇABURGAZ,ES2/TÜYAP / KIRAÇ - AKÇABURGAZ,1,Avrupa1,91.88
ES3,ESENYURT DEVLET HASTANESİ - HARAMİDERE,ES3/ESENYURT DEVLET HASTANESİ - HARAMİDERE,1,Avrupa1,66.5
F2,KARAKÖY-BEYOĞLU TÜNEL,F2/KARAKÖY-BEYOĞLU TÜNEL,1,Metrobüs,10
FB1,KADIKÖY - FENERBAHÇE,FB1/KADIKÖY - FENERBAHÇE,1,Anadolu1,26.24
FB2,KADIKÖY - FENERBAHÇE,FB2/KADIKÖY - FENERBAHÇE,1,Anadolu1,22.85
GZ1,KADIKÖY - GÖZTEPE,GZ1/KADIKÖY - GÖZTEPE,1,Anadolu1,27.93
GZ2,KADIKÖY - GÖZTEPE,GZ2/KADIKÖY - GÖZTEPE,1,Anadolu1,29.93
H-1,MAHMUTBEY METRO - İSTANBUL HAVALİMANI,H-1/MAHMUTBEY METRO - İSTANBUL HAVALİMANI,1,Avrupa1,195.7
H-2,MECİDİYEKÖY - İSTANBUL HAVALİMANI,H-2/MECİDİYEKÖY - İSTANBUL HAVALİMANI,1,Avrupa3,120
