DURAKKODU,YON,HATKODU,SIRANO
102141,D,146BA,45
102141,D,146F,50
102141,D,78E,13
102141,G,78E,52
102141,G,78G,51
102141,D,79B,46
102141,G,79B,11
102141,D,79C,50
102141,D,79E,45
102141,G,79E,13
102141,D,79F,43
102141,G,79F,11
102141,D,79G,50
102141,G,79GE,15
102141,D,79K,25
102141,G,79K,11
102141,D,79KM,39
102141,G,79KM,11
102141,D,79KT,36
102141,G,79KT,13
102141,D,79M,39
102141,G,79M,11
102141,D,79T,48
102141,G,79T,13
102141,D,79Y,53
102141,G,MK11,11
102141,G,MK12,36
102151,D,146BA,46
102151,D,146F,51
102151,D,78E,14
102151,G,78E,53
102151,G,78G,52
102151,D,79B,47
102151,G,79B,12
102151,D,79C,51
102151,D,79E,46
102151,G,79E,14
102151,D,79F,44
102151,G,79F,12
102151,D,79G,51
102151,G,79GE,16
102151,D,79K,26
102151,G,79K,12
102151,D,79KM,40
102151,G,79KM,12
102151,D,79KT,37
102151,G,79KT,14
102151,D,79M,40
102151,G,79M,12
102151,D,79T,49
102151,G,79T,14
102151,D,79Y,54
102151,G,MK11,12
102151,G,MK12,37
102161,D,146BA,48
102161,D,146F,53
102161,G,36AS,49
102161,D,78E,16
102161,G,79B,14
102161,G,79E,16
102161,G,79F,14
102161,G,79GE,18
102161,G,79K,14
102161,G,79KM,14
102161,G,79KT,16
102161,G,79M,14
102161,G,79T,16
102161,G,MK12,39
102162,G,146BA,26
102162,G,146F,25
102162,D,36AS,34
102162,G,78E,49
102162,D,79B,43
102162,D,79E,42
102162,D,79F,40
102162,D,79GE,37
102162,D,79K,23
102162,D,79KM,36
102162,D,79KT,33
102162,D,79M,36
102162,D,79T,46
102162,G,MK11,8
102171,D,146BA,50
102171,D,146F,55
102171,G,36AS,51
102171,D,78E,18
102171,G,79B,16
102171,G,79E,18
102171,G,79F,16
102171,G,79GE,20
102171,G,79K,16
102171,G,79KM,16
102171,G,79KT,18
102171,G,79M,16
102171,G,79T,18
102171,G,MK12,41
102171,G,MK17,1
102172,G,146BA,24
102172,G,146F,23
102172,D,36AS,32
102172,G,78E,47
102172,D,79B,41
102172,D,79E,40
102172,D,79F,38
102172,D,79GE,35
102172,D,79K,21
102172,D,79KM,34
102172,D,79KT,31
102172,D,79M,34
102172,D,79T,44
102172,G,MK11,6
102181,G,142B,3
102181,G,142E,32
102181,D,142T,3
102181,G,144M,32
102181,G,146A,34
102181,G,146T,43
102181,D,36AS,25
102181,G,36AY,37
102181,G,76A,26
102181,G,78G,35
102181,G,78Ş,36
102181,D,MK16,32
102181,G,MR50,13
102181,D,MR51,10
102191,G,36AS,57
102191,G,79FY,27
102191,G,79K,22
102191,D,HS1,9
102192,D,36AS,26
102192,D,79FY,15
102192,D,79K,15
102192,G,HS1,12
102201,G,36AS,56
102201,G,79FY,26
102201,G,79K,21
102201,D,HS1,8
102202,D,36AS,27
102202,D,79FY,16
102202,D,79K,16
102202,G,HS1,13
102202,D,MK17,2
102221,D,79C,44
102221,G,MK11,27
102222,G,79C,16
102222,G,MK12,20
102231,G,78C,24
102232,D,78C,27
102232,D,79F,11
102232,D,89F,2
102232,G,89F,36
102241,G,78C,26
102241,G,79F,46
102242,D,78C,25
102242,D,79F,9
102261,D,300,47
102261,D,300G,67
102261,G,303,46
102261,G,303A,47
102261,G,303C,60
102261,G,76BT,24
102261,G,76TM,40
102261,G,HT48,29
102262,G,300,9
102262,G,300G,9
102262,D,303,37
102262,D,303A,26
102262,D,303C,26
102262,D,76BT,9
102262,D,76TM,27
102262,D,HT48,27
102271,G,142F,7
102272,D,142F,31
102282,D,144B,4
102292,D,458,45
102292,G,76G,19
102292,D,76GM,14
102301,D,144B,3
102301,G,144B,45
102301,D,145M,44
102301,G,145M,1
102301,D,400A,34
102301,G,400A,1
102311,D,41AT,7
102312,G,41AT,51
102331,G,141K,29
102331,G,141M,26
102331,G,144M,39
102331,G,98M,7
102332,D,141K,5
102332,D,141M,21
102332,D,97E,42
102332,G,97E,3
102332,D,98M,38
102341,G,89A,15
102342,D,89A,34
102351,G,89A,16
102352,D,89A,33
102361,D,94,20
102361,G,94,1
102381,G,458,39
102382,D,458,25
102391,G,142,10
102391,G,146,10
102391,G,146T,10
102391,G,MK15,10
102392,D,142,41
102392,D,146,67
102392,D,146T,56
102392,D,MK15,43
102481,G,HT29,26
102482,D,HT29,13
102491,D,HT29,14
102492,G,HT29,25
102501,G,HT29,24
102501,G,MB1,12
102502,D,HT29,15
102541,G,141A,29
102541,D,141K,15
102541,D,141M,31
102541,D,76O,25
102541,G,89,31
102541,D,89F,18
102541,G,89T,31
102541,G,98,39
102541,G,98KM,44
102541,G,98T,31
102541,D,H-3,12
102541,D,MK31,43
102541,D,MR41,16
102542,G,141K,21
102542,G,141M,18
102542,G,76O,40
102542,D,89,40
102542,G,89F,23
102542,D,89T,48
102542,D,98,32
102542,D,98KM,17
102542,D,98T,24
102542,G,H-3,15
102542,G,MK31,21
102542,G,MR41,6
102551,D,144K,21
102551,G,144K,3
102561,G,144K,6
102562,D,144K,18
102571,D,144K,15
102572,G,144K,9
102581,G,144K,10
102582,D,144K,14
102592,G,144K,11
102593,D,144K,13
102611,G,78E,39
102611,G,78F,37
102611,G,MK22,37
102613,D,78E,26
102613,D,78F,33
102613,D,MK22,9
102621,G,78E,40
102621,G,78F,38
102621,G,MK22,38
102622,D,78E,25
102622,D,78F,32
102622,D,MK22,8
102623,D,146BA,57
102623,D,146F,62
102623,G,79B,23
102623,G,79E,25
102623,G,79T,25
102623,G,MK1,19
102624,G,146BA,17
102624,G,146F,16
102624,D,79B,34
102624,D,79E,33
102624,D,79T,37
102624,G,MK1,9
102632,G,78E,38
102632,G,78F,36
102641,D,146BA,49
102641,D,146F,54
102641,G,36AS,50
102641,D,78E,17
102641,G,79B,15
102641,G,79E,17
102641,G,79F,15
102641,G,79GE,19
102641,G,79K,15
102641,G,79KM,15
102641,G,79KT,17
102641,G,79M,15
102641,G,79T,17
102641,G,MK12,40
102642,G,146BA,25
102642,G,146F,24
102642,D,36AS,33
102642,G,78E,48
102642,D,79B,42
102642,D,79E,41
102642,D,79F,39
102642,D,79GE,36
102642,D,79K,22
102642,D,79KM,35
102642,D,79KT,32
102642,D,79M,35
102642,D,79T,45
102642,G,MK11,7
102652,D,141M,6
102652,D,146B,13
102652,G,146M,6
102652,D,146T,11
102652,D,303B,3
102652,D,31Y,11
102652,D,33D,13
102652,D,33E,9
102652,D,33Y,15
102652,D,36Y,13
102652,D,76A,11
102652,D,76O,3
102652,D,78,13
102652,D,78M,6
102652,D,79T,18
102652,D,89C,22
102652,D,89T,20
102652,D,91E,7
102652,D,91M,5
102652,D,92A,13
102652,D,92K,9
102652,D,92M,6
102652,D,92Ş,6
102652,D,97BM,6
102652,D,97G,7
102652,D,97GE,13
102652,D,97M,6
102661,G,429,3
102661,G,429A,3
102661,D,ES2,31
102661,G,ES2,8
102661,D,HT29,35
102661,G,HT29,3
102662,D,429,45
102662,D,429A,46
102671,G,429,2
102671,G,429A,2
102671,D,ES2,32
102671,G,ES2,7
102671,D,HT29,36
102671,G,HT29,2
102672,D,429,46
102672,D,429A,47
102681,D,429,47
102681,G,429,1
102681,D,429A,48
102681,G,429A,1
102681,D,ES2,33
102681,G,ES2,6
102681,G,HT29,1
102681,G,MB1,1
102682,D,HT29,37
102691,G,76G,13
102691,G,76GM,13
102692,D,458,50
102692,G,458,14
102692,D,76G,33
102692,D,76GM,19
102702,D,141A,4
102702,D,141M,10
102702,D,146A,4
102702,D,146B,17
102702,D,146K,5
102702,G,146M,10
102702,D,146T,15
102702,D,303B,7
102702,D,31Y,15
102702,G,33B,12
102702,D,33E,13
102702,D,33Y,19
102702,G,36CY,28
102702,D,36Y,17
102702,D,76A,15
102702,D,76O,7
102702,D,78,17
102702,D,78FB,5
102702,D,78M,10
102702,D,89C,26
102702,D,89T,24
102702,D,91E,11
102702,D,91M,9
102702,D,92A,17
102702,D,92K,13
102702,D,92M,10
102702,D,92Ş,10
102702,D,97BM,10
102702,D,97G,11
102702,D,97GE,17
102702,D,97M,10
102702,D,MK4,5
102711,G,33B,13
102711,D,33E,14
102711,G,36CY,29
102711,D,92M,11
102721,G,55Y,59
102731,G,55Y,61
102731,G,MK52,5
102741,G,31Y,5
102741,D,78Ş,26
102742,G,78Ş,27
102751,G,31Y,9
102751,G,82S,15
102751,D,MK31,25
102752,D,31Y,26
102752,D,82S,18
102752,G,MK31,36
102761,G,31Y,10
102761,D,MK31,26
102762,D,31Y,25
102762,D,82S,17
102762,G,MK31,35
102771,G,141A,37
102771,G,146A,44
102771,G,146B,32
102771,G,146K,43
102771,D,146M,27
102771,G,146T,50
102771,G,303B,50
102771,G,31Y,18
102771,G,36Y,37
102771,G,76A,33
102771,G,76O,55
102771,G,78,33
102771,G,78FB,43
102771,G,78M,43
102771,G,97BM,6
102771,G,MK4,6
102781,G,78G,19
102781,G,78Ş,19
102781,G,79B,39
102781,G,79T,36
102781,G,98KM,18
102782,D,78G,43
102782,D,78Ş,34
102782,D,79B,19
102782,D,79T,26
102782,D,98KM,42
102791,D,147,64
102791,G,147,10
102801,G,33E,4
102801,D,85C,18
102811,G,33E,5
102811,D,85C,19
102812,G,85C,4
102821,G,33E,7
102821,D,85C,21
102831,G,33E,8
102831,G,85C,2
102841,G,33E,9
102842,D,85C,22
102842,G,85C,1
102851,G,33E,10
102861,G,33E,11
102871,D,144M,2
102871,G,36Y,35
102871,G,97BM,4
102871,G,97H,11
102871,D,HT10,30
102871,G,MK4,4
102872,D,97H,12
102872,G,HT10,5
102881,G,36Y,34
102881,G,97BM,3
102881,D,97H,10
102881,G,HT10,3
102881,D,İST-16,4
102881,G,MK4,3
102882,D,144M,4
102882,D,36Y,21
102882,D,97BM,14
102882,G,97H,13
102882,D,HT10,32
102882,G,İST-16,2
102882,D,MK4,9
102891,G,146,8
102892,D,146,69
102901,G,142B,48
102901,D,145M,27
102901,D,ES1,14
102901,G,ES1,15
102902,D,142B,32
102902,G,145M,19
102911,G,142B,49
102911,D,ES1,13
102911,G,ES1,16
102912,D,142B,31
102921,G,142B,50
102921,D,142T,22
102922,D,142B,30
102922,G,142T,9
102931,G,142B,46
102931,D,145M,25
102931,G,ES1,11
102932,D,142B,34
102932,G,145M,21
102932,D,ES1,18
102941,G,142B,47
102941,D,145M,26
102941,G,ES1,12
102942,D,142B,33
102942,G,145M,20
102942,D,ES1,17
102951,G,142B,51
102951,D,142T,23
102951,D,145M,30
102952,D,142B,29
102952,G,142T,8
102952,G,145M,17
102961,G,142B,52
102961,D,142T,24
102962,D,142B,28
102962,G,142T,7
102972,D,142B,27
102972,G,142T,6
102972,D,ES1,7
102982,D,97KZ,28
102982,G,97KZ,1
102991,G,97KZ,2
102992,D,97KZ,27
103001,G,97KZ,3
103002,D,97KZ,26
103011,G,97KZ,4
103011,D,98E,27
103011,D,HT12,13
103012,D,97KZ,25
103031,G,97KZ,10
103041,G,97KZ,11
103051,G,97KZ,12
103061,G,97KZ,13
103062,D,97KZ,16
103072,D,97KZ,15
103081,G,97KZ,14
103082,D,97KZ,14
103091,G,97KZ,15
103092,D,97KZ,13
103101,G,97KZ,16
103102,D,97KZ,12
103121,G,336E,3
103121,D,336MC,3
103121,D,336T,3
103121,G,336Y,3
103121,G,36A,3
103121,D,36B,3
103121,G,36C,3
103121,G,36CB,3
103121,G,36CE,3
103121,G,36CY,3
103121,G,36EM,3
103121,G,36F,3
103121,D,36HT,3
103121,D,36L,29
103121,G,36M,3
103121,G,36T,3
103121,D,36TC,3
103121,D,79C,3
103122,D,336E,43
103122,G,336T,51
103122,G,36B,48
103122,D,36C,26
103122,D,36CB,42
103122,D,36CY,53
103122,D,36EM,24
103122,D,36F,38
103122,G,36HT,58
103122,G,79C,57
103131,G,33B,23
103131,G,55Y,53
103131,G,85T,17
103131,D,92M,21
103131,D,MK52,5
103132,D,33B,35
103132,D,55Y,21
103132,D,85T,35
103132,G,92M,16
103132,D,98C,21
103132,G,MK52,10
103141,D,33,39
103141,D,33M,29
103141,D,33TE,20
103141,D,33TM,13
103141,D,98G,42
103141,D,HT6,10
103151,D,33,40
103151,D,33M,30
103151,D,33TE,21
103151,D,33TM,14
103151,D,98G,43
103151,D,HT6,11
103161,G,33ES,12
103161,G,33TE,8
103161,G,33TM,8
103161,D,36CY,34
103161,G,97H,17
103161,G,HT6,8
103171,D,142B,68
103171,G,146A,24
103171,D,146F,27
103171,G,146T,33
103171,D,147,59
103171,G,76A,16
103171,G,76E,38
103171,G,76T,12
103171,G,76V,28
103171,G,E-57,29
103171,G,E-58,29
103171,G,MK14,28
103171,G,MK15,33
103171,G,MR51,45
103171,G,VİP,10
103172,G,142B,12
103172,D,142E,21
103172,D,146A,28
103172,G,146BA,51
103172,G,146F,50
103172,D,146T,33
103172,G,147,15
103172,D,76A,33
103172,D,76E,18
103172,D,76T,17
103172,D,76V,42
103172,D,E-57,16
103172,D,E-58,6
103172,D,HS2,25
103172,D,MK14,20
103172,D,MK15,20
103172,D,MR51,19
103181,D,92A,41
103181,G,92A,1
103181,D,DNM1,19
103181,G,DNM1,1
103181,D,MK42,1
103181,G,MK42,12
103201,G,145M,2
103201,G,76GM,23
103202,D,145M,43
103202,D,76GM,9
103211,G,142B,68
103212,D,142B,5
103221,G,142B,70
103222,D,142B,3
103231,G,142B,71
103232,D,142B,2
103241,G,142B,69
103242,D,142B,4
103251,D,146BA,53
103251,D,146F,58
103251,G,36AS,54
103251,G,36F,34
103251,D,78E,21
103251,D,78F,28
103251,G,79B,19
103251,G,79E,21
103251,G,79K,19
103251,G,79T,21
103252,G,146BA,21
103252,G,146F,20
103252,D,36AS,29
103252,D,36F,3
103252,G,78E,44
103252,G,78F,42
103252,D,79B,38
103252,D,79E,37
103252,D,79FY,18
103252,D,79K,18
103252,D,79T,41
103252,G,MK11,3
103252,D,MK17,3
103253,D,HS1,6
103253,G,MK2,7
103261,D,142E,46
103261,G,142E,1
103261,D,142K,21
103261,G,142K,1
103261,D,ES4,12
103261,G,ES4,1
103271,G,142K,2
103271,D,ES4,11
103271,G,ES4,2
103272,D,142K,20
103281,G,142K,3
103281,D,ES4,10
103281,G,ES4,3
103282,D,142K,19
103291,G,142K,5
103292,D,142K,17
103311,G,142,16
103311,G,142A,8
103311,G,144A,17
103311,G,144M,14
103312,D,142,35
103312,D,142A,42
103312,D,144A,31
103312,D,144M,29
103321,G,36AS,76
103321,D,76O,36
103321,G,76V,58
103321,G,79Y,55
103321,G,89,42
103321,G,89BS,11
103321,D,89F,29
103321,G,89K,28
103321,G,89S,8
103321,G,98,50
103321,G,98AB,30
103321,G,98KM,55
103321,G,98S,22
103321,G,HT20,36
103321,G,KÇ2,31
103321,G,MR42,24
103331,G,142,23
103331,G,144K,21
103331,G,146,20
103331,D,146A,49
103331,G,146F,74
103331,G,147,37
103331,G,76D,8
103332,D,142,28
103332,D,142B,46
103332,G,142B,34
103332,D,144K,2
103332,D,146,56
103332,G,146A,2
103332,D,146F,2
103332,D,147,37
103332,D,76D,68
103361,D,89A,35
103371,D,BN3,43
103371,G,MK31,17
103391,G,33E,6
103391,D,85C,20
103392,G,85C,3
103401,D,89M,28
103402,G,MK31,24
103403,G,89M,7
103403,D,98MB,29
103404,D,MK31,39
103431,G,458,38
103432,D,458,26
103441,G,145,32
103441,G,146,40
103441,G,147,57
103441,G,303,71
103441,G,303A,72
103441,G,303C,85
103441,G,400A,30
103441,G,401,42
103441,G,401T,48
103441,G,418,62
103441,G,429,43
103441,G,429A,44
103441,G,448,51
103441,G,458,60
103441,G,76,23
103441,G,76BA,33
103441,G,76C,33
103441,G,76G,42
103441,G,76K,13
103441,G,76TM,65
103441,G,76Y,32
103441,G,BM4,44
103441,G,HT29,32
103441,G,HT48,54
103442,D,145,6
103442,D,146,35
103442,D,147,16
103442,D,303,17
103442,D,303A,6
103442,D,303C,6
103442,D,400A,6
103442,D,401,6
103442,D,401T,6
103442,D,418,6
103442,D,429,6
103442,D,429A,6
103442,D,448,6
103442,D,458,6
103442,D,76,35
103442,D,76BA,6
103442,D,76C,35
103442,D,76G,6
103442,D,76K,40
103442,D,76TM,7
103442,D,76Y,33
103442,D,BM4,7
103442,D,HT29,7
103442,D,HT48,7
103451,G,73Y,5
103451,D,H-11,7
103451,G,MR20,3
103452,D,73Y,16
103452,G,H-11,6
103452,D,MR20,14
103471,G,73Y,13
103481,G,73Y,14
103491,D,73Y,4
103492,G,73Y,15
103501,D,73Y,3
103501,G,BN1,33
103501,G,BN2,8
103501,G,BN3,27
103502,G,73Y,16
103502,D,BN1,26
103511,G,92C,8
103511,D,98C,14
103511,D,98G,15
103511,G,D3,7
103531,G,BN1,29
103531,G,BN2,3
103531,G,BN3,23
103532,D,BN1,32
103532,D,BN2,30
103532,D,BN3,25
103541,G,BN1,34
103541,G,BN2,9
103541,G,BN3,28
103542,D,BN1,25
103542,D,BN2,25
103542,D,BN3,20
103551,G,143,18
103551,D,79Y,20
103551,G,89A,22
103551,D,BN1,42
103551,D,BN3,35
103551,D,H-3,27
103551,G,H-3,2
103551,G,İST-17,1
103551,D,MR40,1
103551,G,MR40,34
103551,D,MR41,1
103551,G,MR42,1
103551,D,MR50,34
103551,G,MR50,1
103551,D,MR51,1
103551,G,MR51,67
103552,G,79Y,46
103552,G,BN1,18
103552,D,İST-17,7
103552,G,MK16,34
103552,G,MR40,31
103552,G,MR41,19
103552,G,MR42,54
103552,D,MR50,31
103552,G,MR51,64
103561,G,BN1,24
103561,G,BN3,19
103562,D,BN1,36
103562,D,BN3,29
103711,D,92A,20
103711,D,92K,16
103711,D,92Ş,13
103711,D,97G,14
103711,G,98Y,17
103711,D,MK92,5
103712,G,92A,24
103712,G,92K,18
103712,G,92Ş,21
103712,G,97G,21
103712,D,98Y,25
103712,G,MK92,21
103731,D,94,19
103731,G,97E,36
103741,D,146K,1
103741,G,146K,49
103741,D,33D,15
103741,G,33D,1
103741,D,78FB,1
103741,G,78FB,49
103741,D,MK4,1
103741,G,MK4,12
103751,G,79Y,47
103751,G,89A,23
103751,G,BN1,19
103751,G,BN3,14
103751,D,H-3,28
103751,G,MK16,35
103751,G,MR40,32
103751,G,MR42,55
103751,D,MR50,32
103751,G,MR51,65
103752,G,143,17
103752,D,79Y,19
103752,G,89A,21
103752,D,BN1,41
103752,D,BN3,34
103752,G,H-3,1
103752,G,MR40,33
103752,D,MR50,33
103752,G,MR51,66
103761,G,BN1,23
103761,G,BN3,18
103762,D,BN1,37
103762,D,BN3,30
103791,G,142F,20
103791,G,142K,6
103792,D,142F,18
103792,D,142K,16
103801,D,146,9
103801,D,31,21
103801,D,31E,21
103801,G,36CY,59
103801,D,73,30
103801,D,73B,9
103801,D,73F,30
103801,D,76,9
103801,D,76B,9
103801,D,76C,9
103801,D,76D,28
103801,D,76K,14
103801,G,76M,14
103801,D,76Y,9
103801,D,78ZB,8
103801,D,79B,9
103801,D,79G,8
103801,D,79Ş,12
103801,D,82,23
103801,G,82B,42
103801,D,89,18
103801,D,89A,8
103801,D,89B,18
103801,D,89K,18
103801,D,89M,8
103801,D,89S,8
103801,D,89YB,9
103801,D,97,17
103801,D,97BT,29
103801,D,97E,14
103801,D,97KZ,7
103801,D,98,9
103801,D,98A,9
103801,D,98AB,9
103801,D,98B,9
103801,D,98H,9
103801,D,98M,9
103801,D,98MB,9
103801,D,98S,9
103801,D,98T,9
103801,D,98TB,9
103801,D,E-57,9
103801,G,H-9,9
103801,D,HT10,3
103801,D,HT11,5
103801,G,YH-1,18
103821,D,ES1,15
103822,G,ES1,13
103831,G,ES1,14
103832,D,ES1,16
103851,G,71AT,2
103851,G,71T,2
103861,D,98K,16
103871,D,98K,17
103881,G,BN1,28
103881,G,BN2,2
103881,G,BN3,22
103882,D,BN1,33
103882,D,BN2,31
103882,D,BN3,26
103891,D,73B,33
103891,G,73B,1
103891,D,73F,54
103891,G,73F,1
103891,D,73Y,1
103891,G,73Y,22
103892,G,73B,2
103892,G,73F,2
103892,G,73Y,17
103892,D,BN1,27
103892,D,BN2,26
103892,G,BN2,5
103892,D,BN3,21
103911,G,92T,9
103931,D,145T,20
103932,D,145M,20
103932,G,145M,28
103941,D,92K,28
103941,D,98K,21
103941,D,HT10,18
103942,G,92K,5
103942,G,98K,5
103942,G,HT10,17
103951,G,92K,6
103951,G,98K,6
103951,G,DNM1,2
103951,G,HT10,18
103951,G,MK42,10
103952,D,92K,27
103952,D,98K,20
103952,D,DNM1,18
103952,D,HT10,17
103952,G,MK42,11
103961,G,KÇ2,4
103961,G,MK16,18
103961,G,MK31,4
103972,D,145M,28
103991,D,145M,29
103991,G,145M,18
104011,G,33B,31
104011,G,D3,17
104021,D,36F,1
104021,G,36F,37
104021,G,MK11,1
104021,G,MK11,46
104021,G,MK12,1
104021,G,MK12,46
104021,D,MK13,1
104021,G,MK13,25
104021,D,MK14,1
104021,G,MK14,47
104021,D,MK15,1
104021,G,MK15,52
104021,D,MK16,43
104021,G,MK16,1
104021,D,MK17,1
104021,G,MK17,6
104021,G,MK2,1
104021,G,MK2,9
104031,G,MK19,29
104032,G,MK19,3
104041,G,MK19,1
104041,G,MK19,31
104051,G,MK19,2
104052,G,MK19,30
104061,G,MK19,4
104062,G,MK19,28
104091,G,78C,23
104091,G,79F,44
104091,D,89F,1
104091,G,89F,37
104092,D,78C,28
104092,D,79F,12
104101,D,143,3
104101,G,143,60
104101,G,146B,30
104101,G,146K,41
104101,D,146M,25
104101,G,31Y,16
104101,G,76O,52
104101,G,78,31
104101,G,78FB,41
104101,G,78M,41
104101,D,89F,4
104101,G,98M,3
104111,G,76K,41
104111,G,97E,37
104112,D,76K,10
104112,D,93,39
104112,D,93C,33
104112,D,93M,47
104112,D,93T,46
104112,D,97E,10
104112,D,MR10,13
104121,G,76K,42
104121,G,94,5
104121,G,97E,38
104122,D,76K,9
104122,D,97E,9
104131,G,76K,44
104131,G,97E,40
104132,D,76K,7
104132,D,97E,7
104141,G,89M,9
104141,G,98MB,8
104151,D,142ES,42
104161,G,145,4
104161,G,458,34
104161,G,76SM,2
104161,G,76Y,4
104161,G,BM4,11
104162,D,145,33
104162,D,458,30
104162,D,76SM,26
104162,D,76Y,59
104162,D,BM4,41
104171,D,33,44
104171,D,33B,52
104171,D,33M,34
104171,D,98G,47
104181,G,429,12
104181,G,429A,12
104181,G,ES2,14
104181,G,ES3,4
104181,D,HT29,24
104191,G,429,13
104191,G,429A,13
104191,G,ES2,15
104191,G,ES3,5
104191,D,HT29,25
104201,G,429,11
104201,G,429A,11
104201,G,ES2,13
104201,G,ES3,3
104201,D,HT29,23
104211,D,HT1,29
104221,G,HT1,22
104222,D,HT1,28
104241,G,79G,30
104241,G,79Ş,17
104241,G,HT20,17
104242,D,79G,31
104242,D,79Ş,33
104242,D,HT20,31
104251,G,141K,8
104251,G,98AB,7
104251,G,HT2,8
104251,G,MR50,8
104252,D,141K,27
104252,D,98AB,41
104252,D,HT2,25
104252,G,MR50,7
104261,D,76V,25
104261,G,BN1,12
104261,G,BN3,9
104261,D,H-3,21
104261,G,MK16,29
104261,G,MR42,49
104262,G,76V,47
104262,D,BN1,48
104262,D,BN3,41
104262,G,H-3,8
104262,G,HT2,14
104262,D,MK16,15
104262,D,MR41,6
104262,G,MR42,7
104271,D,141K,20
104271,D,141M,36
104271,D,36AS,15
104271,D,79G,21
104271,D,79Ş,24
104271,D,89A,39
104271,D,89K,43
104271,D,89YB,32
104271,D,98AB,34
104271,G,BN1,5
104271,G,BN3,3
104271,D,H-3,17
104271,D,HT1,36
104271,D,HT2,18
104271,D,HT20,21
104271,D,KÇ2,25
104271,D,MK31,48
104271,G,MR41,13
104271,G,MR42,42
104272,G,141K,15
104272,G,141M,12
104272,G,36AS,67
104272,G,79G,40
104272,G,89A,12
104272,G,89K,12
104272,G,89YB,22
104272,G,98AB,14
104272,D,BN1,49
104272,D,BN3,42
104272,G,H-3,9
104272,G,HT1,12
104272,G,HT2,15
104272,G,HT20,27
104272,G,KÇ2,15
104272,G,MK31,15
104272,D,MR41,7
104272,G,MR42,8
104281,D,89K,33
104281,D,98AB,24
104281,D,KÇ2,15
104281,G,MR42,18
104282,G,89K,22
104282,G,98AB,24
104282,G,KÇ2,25
104282,G,MR42,32
104291,D,97BM,15
104291,G,97BM,1
104291,D,97H,9
104291,G,97H,14
104291,D,HT10,33
104291,G,HT10,1
104291,D,HT6,16
104291,G,HT6,1
104291,D,MK4,10
104291,G,MK4,1
104301,D,97,41
104301,G,97,1
104301,D,97GE,41
104301,G,97GE,1
104301,D,97M,34
104301,G,97M,1
104301,D,MK3,18
104301,G,MK3,1
104302,D,MK42,10
104302,G,MK42,1
104311,D,97,40
104311,D,97GE,40
104311,D,97M,33
104311,D,MK3,17
104311,D,MK42,9
104312,G,97,2
104312,G,97GE,2
104312,G,97M,2
104312,G,MK3,2
104312,G,MK42,2
104321,D,97,39
104321,G,97,3
104321,D,97GE,39
104321,G,97GE,3
104321,D,97M,32
104321,G,97M,3
104321,D,MK3,16
104321,G,MK3,3
104321,D,MK42,8
104321,G,MK42,3
104331,D,41AT,9
104332,G,41AT,49
104341,G,141K,27
104341,G,141M,24
104341,G,144M,37
104342,D,141K,7
104342,D,141M,23
104351,G,HT10,32
104351,G,HT11,40
104352,D,DNM1,5
104352,D,HT10,4
104352,D,HT11,6
104361,D,92,42
104361,G,92,1
104361,D,92B,42
104361,G,92B,1
104361,D,92K,32
104361,G,92K,1
104361,D,92Ş,30
104361,G,92Ş,1
104361,D,97G,31
104361,G,97G,1
104361,D,98D,28
104361,G,98D,1
104361,D,98K,25
104361,G,98K,1
104361,D,HT13,24
104361,G,HT13,1
104361,D,MK92,22
104361,G,MK92,1
104362,D,92A,37
104363,G,92A,5
104371,G,DNM1,6
104371,G,HT10,23
104371,G,HT11,31
104372,D,DNM1,14
104372,D,HT10,13
104372,D,HT11,15
104381,G,DNM1,8
104381,G,HT10,25
104381,G,HT11,33
104382,D,DNM1,12
104382,D,HT10,11
104382,D,HT11,13
104391,G,98E,16
104401,D,36F,9
104401,G,78F,48
104401,G,79F,20
104401,D,79FY,24
104401,G,79GE,24
104401,G,79KM,20
104401,G,79KT,22
104401,G,79M,20
104402,G,36F,28
104402,D,78F,22
104402,D,79F,34
104402,G,79FY,18
104402,D,79GE,31
104402,D,79KM,30
104402,D,79KT,27
104402,D,79M,30
104411,D,36F,14
104411,G,78F,53
104411,G,79F,25
104411,D,79FY,29
104411,G,79GE,29
104411,G,79KM,25
104411,G,79KT,27
104411,G,79M,25
104411,D,MK22,16
104412,G,36F,25
104412,D,78F,17
104412,D,79F,29
104412,G,79FY,13
104412,D,79GE,26
104412,D,79KM,25
104412,D,79KT,22
104412,D,79M,25
104412,G,MK22,30
104421,G,MK11,40
104421,G,MK13,19
104421,G,MK14,41
104421,G,MK15,46
104421,D,MK16,38
104422,G,MK12,7
104422,D,MK13,7
104422,D,MK14,7
104422,D,MK15,7
104422,G,MK16,7
104431,G,MK11,41
104431,G,MK13,20
104431,G,MK14,42
104431,G,MK15,47
104432,G,MK12,6
104432,D,MK13,6
104432,D,MK14,6
104432,D,MK15,6
104432,G,MK16,6
104441,G,MK11,45
104441,G,MK13,24
104441,G,MK14,46
104441,G,MK15,51
104441,D,MK16,42
104442,G,MK12,2
104442,D,MK13,2
104442,D,MK14,2
104442,D,MK15,2
104442,G,MK16,2
104451,G,MK11,44
104451,G,MK13,23
104451,G,MK14,45
104451,G,MK15,50
104451,D,MK16,41
104452,G,MK12,3
104452,D,MK13,3
104452,D,MK14,3
104452,D,MK15,3
104452,G,MK16,3
104461,G,MK12,5
104461,D,MK13,5
104461,D,MK14,5
104461,D,MK15,5
104461,G,MK16,5
104462,G,MK11,42
