DURAKKODU,YON,HATKODU,SIRANO
223242,G,UM12,18
223251,G,14F,10
223251,G,14FD,11
223251,G,15C,2
223251,D,320,2
223251,G,320,58
223251,G,UM12,17
223252,D,14F,24
223252,D,14FD,15
223252,D,15C,23
223252,D,UM12,9
223261,D,11E,21
223261,D,11EK,13
223261,D,11L,21
223261,D,11M,21
223261,D,11N,21
223261,D,129T,11
223261,G,13AB,5
223261,D,6,40
223261,G,M5,12
223261,D,UM10,16
223261,G,UM11,18
223262,G,6,10
223262,G,UM10,6
223271,G,11ES,8
223271,D,11L,23
223271,D,11M,23
223271,D,11N,23
223271,D,14B,28
223271,D,14DK,20
223271,D,14E,25
223271,G,14E,26
223271,D,14ES,28
223271,D,8D,18
223271,D,8E,28
223271,D,M5,11
223271,G,M5,14
223271,D,R6,31
223271,G,R6,17
223271,D,UM25,1
223271,G,UM25,11
223272,D,11ES,37
223272,G,11L,9
223272,G,11M,36
223272,G,11N,8
223272,G,14B,36
223272,G,14DK,27
223272,G,14ES,56
223272,G,8D,9
223272,G,8E,9
223272,G,UM25,8
223281,D,11L,24
223282,G,11L,8
223291,D,11L,25
223292,G,11L,7
223301,D,11L,27
223301,D,6,45
223301,D,UM10,21
223302,G,11L,5
223302,G,6,5
223302,G,UM10,1
223311,D,11L,28
223311,D,6,46
223312,G,11L,4
223312,G,6,4
223321,D,14R,21
223321,D,14Y,21
223321,D,15ÇK,28
223321,D,15SK,28
223321,D,UM12,4
223322,G,11CÜ,31
223322,G,14D,32
223322,G,14R,28
223322,G,14Y,13
223322,G,15ÇK,30
223322,G,15SK,17
223322,G,15YK,49
223331,G,11BE,25
223331,G,6,39
223332,D,11BE,12
223332,D,6,12
223341,D,14R,23
223341,D,14Y,23
223341,G,15B,20
223341,D,15ÇK,30
223341,D,15SK,30
223341,G,7,19
223341,D,UM12,5
223341,D,UM13,9
223342,G,14R,26
223342,G,14Y,11
223342,G,14YE,11
223342,D,15B,24
223342,G,15ÇK,28
223342,G,15SK,15
223342,D,7,34
223342,G,UM12,21
223342,G,UM13,22
223343,G,11Y,11
223351,D,14R,25
223351,G,15B,22
223351,D,15ÇK,32
223351,D,15SK,32
223351,G,7,21
223351,D,UM12,6
223352,G,11Y,10
223352,G,14R,25
223352,G,14Y,10
223352,G,14YE,10
223352,D,15B,23
223352,G,15ÇK,27
223352,G,15SK,14
223352,D,7,33
223352,G,UM12,20
223361,D,11Y,26
223361,D,14Y,25
223361,D,14YE,54
223362,G,11Y,9
223362,G,14Y,9
223362,G,14YE,9
223371,D,11Y,28
223371,D,14Y,27
223371,D,14YE,56
223372,G,11Y,7
223372,G,14Y,7
223372,G,14YE,7
223381,G,11Y,5
223381,G,14Y,5
223381,G,14YE,5
223381,G,UM13,15
